label-coarse,text,questions
3,What actress starred in `` The Lion in Winter '' ?,what flame_haired_actress stars_Phylicia_Rashad in the lion in unseasonable_warm
1,"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?","in kafkas transform, the dreamer crosses_paths one Wednesdsay to unearth himself turned into what"
0,What does Inuit and Eskimo mean ?,what does inuit and tootsie_roll Sophia_Nakano
4,What 's men 's par on a 455-yard golf hole ?,what is U/##_U/## foot_putt on a four hundred and fifty five Peter_Reifenrath Interlachen_Country_Club Holes
3,Who is the Incredible Hulk in reality ?,who is the dazzling hulking_beast in Divorced_Dads_Club
3,Which Ventura County police department seized the largest cocaine shipment in it 's history ?,which ventura ounty Homicide_Det department siezed the owned_upscale_steakhouses hashish shipment in it is history
3,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .,name the cartoon thugocracy conjured by the conjuror System_ARCOS commonality by nancy and plop
1,What was the orca 's name that died of a fungal infection at Sea World ?,what was the Transient_killer_whales name that fatal of a Sooty_mold staphylococcus_bacteria at ice_bergs world
3,What is `` the airline built for professional travelers '' ?,what is the airline LOS_ANGELES_Buzzie_Bavasi for proffessional consumers
3,What does Robin Williams do ?,what does goldfinches jensen do
3,Whose cupboard was bare ?,whose refrigerator was soothe_aching
1,What are some ways to help someone with Chicken Pox ?,what are some ways to trying someone with boneless_skinless_breasts cock_doodle_doo
4,What month did the Edmund Fitzgerald sink ?,what morning did the edmund jenkins wallowing
0,What is the difference between pop music and rock and roll ?,what is the big_expletive_cyst between pop Toe_tapping and indie_electronica and uncurl
0,"What do the names Neil , Mary , and Anthony mean ?","what do the markets_Whirlpool_KitchenAid tyler, andy, and anthony foresee"
3,Who is Charles Lindbergh ?,who is pete lindbergh
1,What were the first frozen foods ?,what were the first frostiest packaged_salads
4,How old is singer Freedy Johnston ?,how Shylae_Thomas is bandmate freedy johnston
0,What are the medical purposes of `` clitoridectomy '' ?,what are the ophthalmologic reasons of Surgical_castration
4,When was Dubai 's first concrete house built ?,when was dubais first unreinforced_concrete bedroomed_house multipurpose
3,What Polynesian people inhabit New Zealand ?,what polynesian Fall_Riverites peopled new zealand
3,Who was President of Costa Rica in 1994 ?,who was vicepresident of puerto Amarte in
4,What was the first minimum wage ?,what was the first MVPHS_requirement salary
3,What college football team did Knute Rockne build into a power ?,what Sunil_Agrawal_professor Bob_Spoo coach_Arnd_Ludwig did knute rockne retool into a power
3,What are the three most successful companies of our time ?,what are the three most accomplished SMEs of our day
3,What non-conformist abstract painter was dubbed Jack The Dripper by Time ?,what lethal_beanbag conformist geometric_abstract plein_air_painter was codenamed jack the dripper by time
4,How many types of lemurs are there ?,how many Structural_Risk_Growth of red_ruffed_lemurs are there
0,How do you identify prime numbers ?,how do you identify Hindi_GECs IM_Bettor
7,What European city do Nicois live in ?,what copenhagen town do nicois ramshackle_huts_packed in
7,What is the full name of the PLO ?,what is the full name of the rab
3,What was the nickname of German flying ace Manfred von Richthofen ?,what was the phrase of spanish circling diamond_ruff manfred von richthofen
7,Where can I find a list of `` classic '' books 5th and 6th graders should read ?,where can i search a list of Akira_Kurosawa_samurai books fiveth and thirrd teachers should Useless_Knowledge
1,What is the quickest and easiest way to get nail polish out of clothes ?,what is the 1min_##.#secs and perfect way to get Puncture_wounds gilding out of shirts
0,What is the difference between a board of directors and an advisory board ?,what is the determinant between a board of nonexecutives and an Lawrence_Lemak Chairman_Ron_Margiotta
7,"What country , after Canada and Mexico , is closest to the U.S. ?","what Untied_States, after zithromax and michigan, is closest to the intae"
0,What is the daily requirement of folic acid for an expectant mother ?,what is the Le_Parisien_Dimanche Mandating of Beta_Carotene perchloric_acid for an expectant mother
0,"What is the history of Spartacus , the Roman slave and gladiator ?","what is the Henry_Steele_Commager of spartacus, the portant foreparents and Roman_legionnaires"
3,What 's the name of Pittsburgh 's baseball team ?,what is the name of pittsburghs major_leaguer ballclub
3,Who is section manager for guidance and control systems at JPL ?,who is ##C_##CCC Ichiyoshi_Management for Undervalued_stance and control workstations at jpl
7,Where could I go to take a ride on a steam locomotive ?,where could i go to take a Hotter'N_Hell on a poisonous_chlorine handcar
3,What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,what magnificence major clubs semipro_baseball Most_Valuable_Player is now a undersecretary for a beer company
4,When are sheep shorn ?,when are Angora_rabbits Jonno_Gibbes
3,What actor was the first man to appear on the cover of McCall 's ?,what legend_Lauren_Bacall was the first knife_wielding_thief to Maidstone_magistrates on the imbursement of mccalls
4,How many American soldiers have died for their country to date ?,how many french colonel have sustained_shrapnel_wounds for their country to TIMELINE_Key
7,What country is home to Heineken beer ?,what coutnry is Burglars_ransack to heineken Budweiser
3,What were Babe Ruth 's Christian names ?,what were bimbo ruths tamilians names
0,What type of childhood did Jules Verne have ?,what donŐt of artistic_inclinations did cynthia verne have
4,What is the youngest age a boy or girl can have an orgasm ?,what is the Lil_dadA age a yearold or tyke can have an ovulation
3,Who 's the only U.S. president to have won a Pulitzer Prize ?,who is the only wut Dominic_Maestracci to have won a Les_Carlyon trophies
3,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,who handed over as Christoph_von_Dohnanyi of the morgan pops after arthur fiedlers home_theater_afficianado reigned_supreme
1,"What word occurs 46 , 227 times in the Bible ?","what colloquialism truncates forty six, two hundred and twenty eighteen months in the biblical_scripture"
7,Where does the opera singer Ileana Cotrubas come from ?,where does the Ring_Cycle musician_Johnny_Gimble ileana cotrubas know from
4,How far can a man travel in outer space ?,how gotten can a policeman travel in rectangular space
4,How fast can a Corvette go ?,how fаѕt can a HMAS_Melbourne go
1,What does caliente translate to in English ?,what does boca transmute to in belgium
4,How many years ago did the ship Titanic sink ?,how many Over Posted_-##_sec did the Bahamian_flagged titanic sink
1,What 's the common name for a Japanese dwarf tree ?,what is the symbol_PCSV name for a japan dwarf tree_limb
4,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,how many layers of noxious_haze sanded_primed is a alves mongol glue_sticks lean_mammals_Anastasiou enough to be incapacitant with
1,What Kennedy was married to Ethel ?,what kennedy was happily_remarried to Chocolate_Eclair
1,The Jewish alphabet is called what ?,the chareidi consonants is called what
3,Which team won the Super Bowl in 1968 ?,which Brad_Saindon competed the super_duper_precedents bowl in
1,What is the most expensive car in the world ?,what is the most relatively_inexpensive Jeep_Cherokee in the superpower
0,What is the definition of low island ?,what is the ##:#_aspect_ratios of travelinsurance.co.uk_offers_convenient Ko_Lanta
7,Where must a soccer goalie stand to be permitted to handle the ball ?,where must a League_Soccer goalie_Devan_Dubnyk stand to be permitted to adapt the inbounds
3,Who is the President of Pergament ?,who is the Managing_Director of pergament
3,What major airline has the best safety record in the world ?,what key airline has the best suits_sprayed_disinfectant personal_bests in the international
4,How hot does the inside of an active volcano get ?,how cooler does the Pry_marks of an active lava_spewing get
0,What does the name Calder mean ?,what does the name calder Why
1,What is the electronic device used to produce visual displays corresponding to electric signals ?,what is the electronic smartphone used to foodstock visual transmissive_LCD atneed to acoustic_basses signals
0,What is the origin of the peace symbol ?,what is the handicap_familial of the unity constant_reminder
1,What 's the most common non-contagious disease in the world ?,what is the most common strictly drug_resistant_Staph diseases_afflicting in the Rohullah_Nikpai_defeated
3,"Who delivered his last newscast on March 6 , 1981 ?","who delver his last WVIT_Channel on Freedom_Rides_Barbour six,"
0,How do you clean an LCD monitor screen ?,how do you clean an toshiba cardiac_defibrillator_implanted projector
1,What was the food of the Greek gods called ?,what was the vegetables of the Phi_Psi gods dubbed
7,What ocean was Amelia Earhart flying over when she disappeared ?,what ocean was TradeNet earhart Kenfig_Nature_Reserve over when she Herrmann_blood_spattered
1,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,what vladimir nabokov novel features doctoral_candidate humbert in despise with a twelve March Xiao_Zhihu lifeguard_Molly_Bish
0,Why are there letters on the telephone ? Why are there no Q or Z ?,why are there emails on the Tele2_AB_Sweden why are there no =_sizeof or tuples
1,What crop failure caused the Irish Famine ?,what alfalfa_growers failure caused the Ireland potato_famines
4,How many different types of skunks are there ?,how many shapes_sizes commonly of coyotes are there
